id,courses,colleges
1595,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
1596,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Pampore
1597,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Pulwama
1598,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1599,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Tral
1600,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Shopian
1601,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Gandhi Memorial College Srinagar
1602,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Women College Nawakadal Srinagar
1603,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Srinagar Women’s College Zakura
1604,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
1605,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Anantnag
1606,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Women College Anantnag
1607,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Sopore
1608,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Charar i Sharief
1609,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Magam
1610,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Kulgam
1611,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Handwara
1612,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Degree College Shopian
1613,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Gandhi Memorial College Srinagar
1614,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR,Government Women College Nawakadal Srinagar
1615,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Bijbahera
1616,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Anantnag
1617,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Women College Anantnag
1618,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Dooru Kashmir
1619,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Kokernag
1620,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Uttersoo
1621,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
1622,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Gurez
1623,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Sumbal
1624,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Women College Baramulla
1625,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Bomai
1626,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Hadipora
1627,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Pattan
1628,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Sopore
1629,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Women College Sopore
1630,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Tangmarg
1631,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Uri
1632,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Govternment Degree College Beerwah
1633,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
1634,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Charar i Sharief
1635,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College KhanSahib Budgam
1636,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Ganderbal
1637,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Killam
1638,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Kulgam
1639,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Handwara
1640,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Kupwara
1641,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Women College Kupwara
1642,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Sogam
1643,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
1644,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Pampore
1645,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Pulwama
1646,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1647,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Tral
1648,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Degree College Shopian
1649,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Gandhi Memorial College Srinagar
1650,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Government Women College Nawakadal Srinagar
1651,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,Srinagar Women’s College Zakura
1652,BACHELORS (HONOURS) WITH CHEMISTRY AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
1653,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Bijbahera
1654,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Anantnag
1655,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Women College Anantnag
1656,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Sumbal
1657,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Sopore
1658,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
1659,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Handwara
1660,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Kupwara
1661,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Pulwama
1662,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Degree College Shopian
1663,BACHELORS (HONOURS) WITH CLINICAL BIO-CHEMISTRY AS MAJOR,Government Women College Nawakadal Srinagar
1664,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR,Government Women College Baramulla
1665,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR,Government Degree College Charar i Sharief
1666,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR,Government Degree College Frisal Homeshalibugh
1667,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR,Government Degree College Kulgam
1668,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
1669,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR,Government Women College Nawakadal Srinagar
1670,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Bijbahera
1671,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Anantnag
1672,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Women College Anantnag
1673,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Dooru Kashmir
1674,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Kokernag
1675,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Uttersoo
1676,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Vailoo Larnoo
1677,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
1678,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Sumbal
1679,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Women College Baramulla
1680,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Pattan
1681,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Sopore
1682,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Women College Sopore
1683,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Uri
1684,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Govternment Degree College Beerwah
1685,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
1686,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Charar i Sharief
1687,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College KhanSahib Budgam
1688,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Magam
1689,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Ganderbal
1690,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College D H Pora
1691,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Kulgam
1692,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Handwara
1693,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Kupwara
1694,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Pulwama
1695,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1696,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Tral
1697,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Degree College Shopian
1698,BACHELORS (HONOURS) WITH COMPUTER APPLICATIONS AS MAJOR,Government Women College Nawakadal Srinagar
1699,BACHELORS (HONOURS) WITH DISASTER MANAGEMENT AS MAJOR,Government Degree College Anantnag
